Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr7.449,rna-CPHLJ_7g1070,Chr7,2845,        1-421,23,0,23,421,421,2,2,2,0.237,0.01098,0.001127,n.d.,0.4743,0.001287,0.5419,n.a.,0.337,0,0.337,-0.2782,n.s.,0.8437,n.s.,0.6164,n.s.,1.378
evm.TU.Chr7.450,rna-CPHLJ_7g1060,Chr7,2844,       1-1065,23,0,23,1065,1065,3,3,4,0.621,0.00684,0.001017,n.d.,1.083,0.000763,0.8128,0.3084,0.3334,0,0.3334,0.8474,n.s.,0.9855,n.s.,1.0921,n.s.,0.33
evm.TU.Chr7.451,rna-CPHLJ_7g1050,Chr7,2843,       1-1296,23,0,23,1296,1296,12,12,6,0.747,0.00438,0.002501,n.d.,3.2411,0.002509,3.2513,0.4557,0.3368,0,0.3368,-0.0109,n.s.,1.4636,*   ,1.1943,n.s.,1.459
evm.TU.Chr7.452,rna-CPHLJ_7g1040,Chr7,2842,        1-552,23,0,23,552,552,5,5,2,0.514,0.00168,0.004654,n.d.,2.5692,0.002454,1.3547,1,0.3711,0,0.3711,2.6299,**  ,1.1708,n.s.,1.8367,**  ,6.862
evm.TU.Chr7.453,rna-CPHLJ_7g1030,Chr7,2841,        1-876,23,0,23,876,876,1,1,2,0.3,0.01095,0.000343,n.d.,0.3004,0.000309,0.2709,n.a.,0.3666,0,0.3666,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.454,rna-CPHLJ_6g5040,Chr7,2840,        1-918,23,0,23,918,918,3,3,4,0.696,0.00438,0.000947,n.d.,0.8696,0.000885,0.8128,0.0427,0.3324,0,0.3324,0.178,n.s.,0.9855,n.s.,0.8769,n.s.,-0.187
evm.TU.Chr7.455,rna-CPHLJ_6g5030,Chr7,2839,        1-561,23,0,23,561,561,1,1,2,0.3,0.01095,0.000535,n.d.,0.3004,0.000483,0.2709,n.a.,0.3384,0,0.3384,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.456,rna-CPHLJ_6g5010,Chr7,2838,       1-1245,23,0,23,1245,1245,3,3,5,0.771,0.00173,0.000895,n.d.,1.1146,0.000653,0.8128,0.0728,0.3243,0,0.3243,0.9466,n.s.,0.9855,n.s.,1.124,n.s.,-0.658
evm.TU.Chr7.457,rna-CPHLJ_6g5000,Chr7,2837,       1-3903,23,0,23,3903,3903,3,3,4,0.723,0.00275,0.000316,n.d.,1.2332,0.000208,0.8128,0.2664,0.3641,0,0.3641,1.3185,n.s.,0.9855,n.s.,1.2436,n.s.,0.65
evm.TU.Chr7.458,rna-CPHLJ_4g1410,Chr7,2836,        1-624,23,0,23,624,624,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.351,0,0.351,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.459,rna-CPHLJ_4g1400,Chr7,2835,       1-1101,23,0,23,1101,1101,3,3,3,0.617,0.00395,0.001335,n.d.,1.4704,0.000738,0.8128,0.7212,0.4083,0,0.4083,2.0624,*   ,0.9855,n.s.,1.4827,#   ,2.415
evm.TU.Chr7.460,rna-CPHLJ_4g1390,Chr7,2834,       1-4434,23,0,23,4434,4434,8,8,8,0.85,0.00181,0.000565,n.d.,2.5059,0.000489,2.1675,0.1905,0.3185,0,0.3185,0.5065,n.s.,1.3355,#   ,1.27,n.s.,-1.09
evm.TU.Chr7.461,#N/A,Chr7,2833,       1-4629,23,0,23,4629,4629,7,7,6,0.826,0.00144,0.000599,n.d.,2.7747,0.00041,1.8966,0.2664,0.3192,0,0.3192,1.4637,n.s.,1.2901,#   ,1.555,#   ,0.95
evm.TU.Chr7.462,#N/A,Chr7,2832,       1-4797,23,0,23,4797,4797,11,11,10,0.87,0.00214,0.000857,n.d.,4.1107,0.000621,2.9804,0.3032,0.3293,0,0.3293,1.2979,n.s.,1.4375,*   ,1.6247,*   ,-1.062
evm.TU.Chr7.463,rna-CPHLJ_4g1360,Chr7,2831,       1-2055,23,0,23,2055,2054,5,5,4,0.735,0.00215,0.000866,n.d.,1.7787,0.00066,1.3547,0.2633,0.3033,0,0.3033,0.918,n.s.,1.1708,n.s.,1.2715,n.s.,1.652
evm.TU.Chr7.464,rna-CPHLJ_4g1350,Chr7,2830,       1-2829,23,0,23,2829,2829,7,7,9,0.858,0.00226,0.000894,n.d.,2.5296,0.00067,1.8966,0.218,0.3466,0,0.3466,1.0552,n.s.,1.2901,#   ,1.4176,n.s.,-1.957
evm.TU.Chr7.465,rna-CPHLJ_4g1340,Chr7,2829,       1-2160,23,0,23,2160,2160,4,4,5,0.723,0.00341,0.000853,n.d.,1.8419,0.000502,1.0838,0.5127,0.3256,0,0.3256,1.9378,#   ,1.0898,n.s.,1.5358,#   ,0.677
evm.TU.Chr7.466,rna-CPHLJ_4g1330,Chr7,2828,       1-2349,23,0,23,2349,2349,4,4,6,0.794,0.00235,0.000639,n.d.,1.502,0.000461,1.0838,0.199,0.3187,0,0.3187,1.0689,n.s.,1.0898,n.s.,1.2524,n.s.,-0.842
evm.TU.Chr7.467,rna-CPHLJ_4g1320,Chr7,2827,       1-2370,23,0,23,2370,2370,3,3,4,0.759,0.00156,0.00044,n.d.,1.0435,0.000343,0.8128,0.0768,0.3282,0,0.3282,0.7234,n.s.,0.9855,n.s.,1.0523,n.s.,0.24
evm.TU.Chr7.468,rna-CPHLJ_4g1310,Chr7,2826,       1-1779,23,0,23,1779,1779,3,3,4,0.743,0.00165,0.0006,n.d.,1.0672,0.000457,0.8128,0.1362,0.2778,0,0.2778,0.7978,n.s.,0.9855,n.s.,1.0762,n.s.,0.294
evm.TU.Chr7.469,#N/A,Chr7,2825,       1-1917,23,0,23,1917,1917,27,27,19,0.98,0.00039,0.004639,n.d.,8.8933,0.003816,7.3155,0.174,0.4015,0,0.4015,0.8142,n.s.,1.6606,**  ,1.6391,*   ,-7.073
evm.TU.Chr7.470,#N/A,Chr7,2824,       1-1059,23,0,23,1059,1057,4,4,4,0.696,0.0034,0.001055,n.d.,1.1146,0.001025,1.0838,0.2066,0.3616,0,0.3616,0.0789,n.s.,1.0898,n.s.,0.9294,n.s.,0.4
evm.TU.Chr7.471,0,Chr7,2823,       1-1416,23,0,23,1416,1415,2,2,3,0.692,0.00118,0.000665,n.d.,0.9407,0.000383,0.5419,n.a.,0.3892,0,0.3892,1.642,n.s.,0.8437,n.s.,1.2226,n.s.,1.215
evm.TU.Chr7.472,rna-CPHLJ_4g1281,Chr7,2822,        1-434,23,0,23,434,434,2,2,3,0.49,0.01127,0.001712,n.d.,0.7431,0.001249,0.5419,n.a.,0.3192,0,0.3192,0.8283,n.s.,0.8437,n.s.,0.9657,n.s.,0.683
evm.TU.Chr7.473,rna-CPHLJ_4g1270,Chr7,2821,        1-861,23,0,23,861,861,1,1,2,0.498,0.00285,0.000578,n.d.,0.498,0.000315,0.2709,n.a.,0.3257,0,0.3257,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.474,rna-CPHLJ_4g1260,Chr7,2820,        1-772,23,0,23,772,772,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2707,0,0.2707,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.475,rna-CPHLJ_4g1240,Chr7,2819,       1-2853,23,0,23,2853,2853,5,5,5,0.747,0.0029,0.000668,n.d.,1.9051,0.000475,1.3547,0.2109,0.2796,0,0.2796,1.1919,n.s.,1.1708,n.s.,1.362,n.s.,0.773
evm.TU.Chr7.476,rna-CPHLJ_4g1230,Chr7,2818,        1-384,23,0,23,384,384,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3203,0,0.3203,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.477,rna-CPHLJ_4g1220,Chr7,2817,        1-804,23,0,23,804,804,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3197,0,0.3197,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.478,rna-CPHLJ_4g1210,Chr7,2816,       1-1380,23,0,23,1380,1380,1,1,2,0.443,0.00635,0.000321,n.d.,0.4427,0.000196,0.2709,n.a.,0.342,0,0.342,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr7.479,rna-CPHLJ_4g1200,Chr7,2815,       1-1035,23,0,23,1035,1035,1,1,2,0.514,0.00168,0.000496,n.d.,0.5138,0.000262,0.2709,n.a.,0.3493,0,0.3493,1.5327,n.s.,0.6287,n.s.,0.9996,n.s.,1.53
evm.TU.Chr7.480,rna-CPHLJ_4g1190,Chr7,2814,        1-345,23,0,23,345,343,2,2,3,0.648,0.00298,0.002259,n.d.,0.7747,0.00158,0.5419,n.a.,0.3164,0,0.3164,0.9585,n.s.,0.8437,n.s.,1.0068,n.s.,0.773
evm.TU.Chr7.481,rna-CPHLJ_4g1180,Chr7,2813,        1-312,23,0,23,312,312,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2596,0,0.2596,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.482,#N/A,Chr7,2812,       1-1338,23,0,23,1338,1338,1,1,2,0.403,0.00826,0.000301,n.d.,0.4032,0.000202,0.2709,n.a.,0.3705,0,0.3705,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.483,rna-CPHLJ_4g1160,Chr7,2811,       1-1704,23,0,23,1704,1704,2,2,3,0.577,0.00473,0.000399,n.d.,0.6798,0.000318,0.5419,n.a.,0.3043,0,0.3043,0.568,n.s.,0.8437,n.s.,0.8835,n.s.,0.496
evm.TU.Chr7.484,rna-CPHLJ_4g1150,Chr7,2810,        1-672,23,0,23,672,672,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2679,0,0.2679,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.485,rna-CPHLJ_4g1140,Chr7,2809,       1-1113,23,0,23,1113,1113,2,2,3,0.68,0.00187,0.00076,n.d.,0.8458,0.000487,0.5419,n.a.,0.2668,0,0.2668,1.2514,n.s.,0.8437,n.s.,1.0993,n.s.,0.968
evm.TU.Chr7.486,rna-CPHLJ_4g1135,Chr7,2808,        1-335,23,0,23,335,335,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2925,0,0.2925,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.487,rna-CPHLJ_4g1130,Chr7,2807,       1-1062,23,0,23,1062,1062,1,1,2,0.166,0.00952,0.000156,n.d.,0.166,0.000255,0.2709,n.a.,0.2956,0,0.2956,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.488,rna-CPHLJ_4g1120,Chr7,2806,       1-1344,23,0,23,1344,1344,2,2,2,0.403,0.00826,0.0006,n.d.,0.8063,0.000403,0.5419,n.a.,0.3013,0,0.3013,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,2.516
evm.TU.Chr7.489,rna-CPHLJ_4g1110,Chr7,2805,       1-2904,23,0,23,2904,2904,5,5,5,0.731,0.00326,0.000504,n.d.,1.4625,0.000466,1.3547,0.3446,0.2761,0,0.2761,0.2333,n.s.,1.1708,n.s.,1.0455,n.s.,0.048
evm.TU.Chr7.490,#N/A,Chr7,2804,        1-460,23,0,23,460,460,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2413,0,0.2413,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.491,0,Chr7,2803,        1-312,23,0,23,312,312,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2468,0,0.2468,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.492,rna-CPHLJ_4g1100,Chr7,2802,       1-1743,23,0,23,1743,1743,3,3,4,0.577,0.00817,0.000581,n.d.,1.0119,0.000466,0.8128,0.294,0.2607,0,0.2607,0.6243,n.s.,0.9855,n.s.,1.0204,n.s.,0.167
evm.TU.Chr7.493,rna-CPHLJ_4g1090,Chr7,2801,        1-495,23,0,23,495,495,1,1,2,0.474,0.00447,0.000958,n.d.,0.4743,0.000547,0.2709,n.a.,0.3078,0,0.3078,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr7.494,rna-CPHLJ_4g1080,Chr7,2800,       1-2019,23,0,23,2019,2019,1,1,2,0.498,0.00285,0.000247,n.d.,0.498,0.000134,0.2709,n.a.,0.2848,0,0.2848,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.495,rna-CPHLJ_4g1070,Chr7,2799,        1-708,23,0,23,708,708,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3023,0,0.3023,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.496,rna-CPHLJ_4g1041,Chr7,2798,       1-1002,23,0,23,1002,1002,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2814,0,0.2814,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.497,rna-CPHLJ_4g1030,Chr7,2797,       1-1056,23,0,23,1056,1056,1,1,2,0.166,0.00952,0.000157,n.d.,0.166,0.000257,0.2709,n.a.,0.359,0,0.359,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.498,rna-CPHLJ_4g1011,Chr7,2796,       1-8166,23,0,23,8166,8165,13,13,11,0.874,0.00226,0.000615,n.d.,5.0198,0.000431,3.5223,0.1779,0.2832,0,0.2832,1.4898,n.s.,1.4867,*   ,1.7329,*   ,-1.138
evm.TU.Chr7.499,rna-CPHLJ_4g990,Chr7,2795,       1-1146,23,0,23,1146,1146,1,1,2,0.166,0.00952,0.000145,n.d.,0.166,0.000236,0.2709,n.a.,0.3271,0,0.3271,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.500,rna-CPHLJ_4g980,Chr7,2794,       1-1368,23,0,23,1368,1368,1,1,2,0.3,0.01095,0.00022,n.d.,0.3004,0.000198,0.2709,n.a.,0.275,0,0.275,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.501,rna-CPHLJ_4g970,Chr7,2793,       1-2504,23,0,23,2504,2504,2,2,3,0.688,0.00133,0.000388,n.d.,0.9723,0.000216,0.5419,n.a.,0.3666,0,0.3666,1.7722,#   ,0.8437,n.s.,1.2637,n.s.,1.294
evm.TU.Chr7.502,rna-CPHLJ_4g960,Chr7,2792,        1-869,23,0,23,869,869,2,2,3,0.628,0.00301,0.000846,n.d.,0.7352,0.000624,0.5419,n.a.,0.3283,0,0.3283,0.7958,n.s.,0.8437,n.s.,0.9555,n.s.,0.66
evm.TU.Chr7.503,rna-CPHLJ_4g950,Chr7,2791,       1-1695,23,0,23,1695,1695,2,2,3,0.435,0.01233,0.000275,n.d.,0.4664,0.00032,0.5419,n.a.,0.3399,0,0.3399,-0.3108,n.s.,0.8437,n.s.,0.6062,n.s.,-0.247
evm.TU.Chr7.504,rna-CPHLJ_4g940,Chr7,2790,        1-915,23,0,23,915,915,3,3,3,0.553,0.00643,0.00121,n.d.,1.1067,0.000888,0.8128,0.2901,0.3148,0,0.3148,0.9218,n.s.,0.9855,n.s.,1.116,n.s.,1.617
evm.TU.Chr7.505,rna-CPHLJ_4g930,Chr7,2789,       1-1965,23,0,23,1965,1965,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3349,0,0.3349,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.506,"rna-CPHLJ_4g910, rna-CPHLJ_4g920",Chr7,2788,       1-1557,23,0,23,1557,1557,2,2,4,0.447,0.01403,0.000421,n.d.,0.6561,0.000348,0.5419,n.a.,0.298,0,0.298,0.4703,n.s.,0.8437,n.s.,0.8527,n.s.,-0.826
evm.TU.Chr7.507,rna-CPHLJ_4g900,Chr7,2787,       1-2943,23,0,23,2943,2943,7,7,7,0.854,0.0013,0.000782,n.d.,2.3004,0.000644,1.8966,0.1993,0.3054,0,0.3054,0.6731,n.s.,1.2901,#   ,1.2892,n.s.,-0.496
evm.TU.Chr7.508,rna-CPHLJ_4g890,Chr7,2786,        1-406,23,0,23,406,406,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3054,0,0.3054,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.509,rna-CPHLJ_4g880,Chr7,2785,       1-1914,23,0,23,1914,1914,3,3,5,0.759,0.00287,0.000591,n.d.,1.1304,0.000425,0.8128,0.1198,0.3504,0,0.3504,0.9962,n.s.,0.9855,n.s.,1.1399,n.s.,-0.622
evm.TU.Chr7.510,rna-CPHLJ_4g870,Chr7,2784,       1-2868,23,0,23,2868,2868,5,5,7,0.826,0.00275,0.000612,n.d.,1.7549,0.000472,1.3547,0.1478,0.2961,0,0.2961,0.8667,n.s.,1.1708,n.s.,1.2546,n.s.,-1.328
evm.TU.Chr7.511,rna-CPHLJ_4g860,Chr7,2783,       1-4005,23,0,23,4005,4005,8,8,8,0.874,0.00152,0.000778,n.d.,3.1146,0.000541,2.1675,0.2768,0.3052,0,0.3052,1.4175,n.s.,1.3355,#   ,1.5785,#   ,-0.388
evm.TU.Chr7.512,rna-CPHLJ_4g850,Chr7,2782,       1-6135,23,0,23,6135,6135,16,16,10,0.854,0.00326,0.000849,n.d.,5.2095,0.000707,4.3351,0.1619,0.3202,0,0.3202,0.7252,n.s.,1.5431,**  ,1.5131,#   ,-0.24
evm.TU.Chr7.513,rna-CPHLJ_4g840,Chr7,2781,        1-402,23,0,23,402,402,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3657,0,0.3657,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.514,rna-CPHLJ_4g830,Chr7,2780,       1-1014,23,0,23,1014,1014,2,2,3,0.435,0.01233,0.00046,n.d.,0.4664,0.000534,0.5419,n.a.,0.2857,0,0.2857,-0.3108,n.s.,0.8437,n.s.,0.6062,n.s.,-0.247
evm.TU.Chr7.515,rna-CPHLJ_4g820,Chr7,2779,       1-2280,23,0,23,2280,2280,1,1,2,0.166,0.00952,0.000073,n.d.,0.166,0.000119,0.2709,n.a.,0.3381,0,0.3381,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.516,rna-CPHLJ_4g810,Chr7,2778,       1-1725,23,0,23,1725,1725,5,5,9,0.846,0.00257,0.00126,n.d.,2.1739,0.000785,1.3547,0.1654,0.3368,0,0.3368,1.774,#   ,1.1708,n.s.,1.5541,#   ,-2.538
evm.TU.Chr7.517,rna-CPHLJ_4g800,Chr7,2777,       1-1053,23,0,23,1053,1053,2,2,3,0.648,0.00298,0.000736,n.d.,0.7747,0.000515,0.5419,n.a.,0.35,0,0.35,0.9585,n.s.,0.8437,n.s.,1.0068,n.s.,0.773
evm.TU.Chr7.518,rna-CPHLJ_4g780,Chr7,2776,       1-5971,23,0,23,5971,5971,13,13,12,0.877,0.00237,0.000781,n.d.,4.664,0.00059,3.5223,0.1885,0.3099,0,0.3099,1.1359,n.s.,1.4867,*   ,1.6101,*   ,-2.27
evm.TU.Chr7.519,rna-CPHLJ_4g770,Chr7,2775,       1-4557,23,0,23,4557,4557,7,7,7,0.672,0.01032,0.000389,n.d.,1.7708,0.000416,1.8966,0.1381,0.2866,0,0.2866,-0.2098,n.s.,1.2901,#   ,0.9923,n.s.,-1.3
evm.TU.Chr7.520,rna-CPHLJ_4g760,Chr7,2774,        1-693,23,0,23,693,693,3,3,3,0.245,0.01268,0.000924,n.d.,0.6403,0.001173,0.8128,0.7566,0.3411,0,0.3411,-0.5411,n.s.,0.9855,n.s.,0.6457,n.s.,0.372
evm.TU.Chr7.521,rna-CPHLJ_4g755,Chr7,2773,        1-472,23,0,23,472,472,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2521,0,0.2521,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.522,rna-CPHLJ_4g750,Chr7,2772,       1-2052,23,0,23,2052,2052,1,1,2,0.443,0.00635,0.000216,n.d.,0.4427,0.000132,0.2709,n.a.,0.3247,0,0.3247,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr7.523,rna-CPHLJ_4g745,Chr7,2771,        1-528,23,0,23,528,528,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.2538,0,0.2538,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.524,rna-CPHLJ_4g740,Chr7,2770,        1-591,23,0,23,591,591,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3892,0,0.3892,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.525,rna-CPHLJ_4g730,Chr7,2769,       1-1818,23,0,23,1818,1818,1,1,2,0.403,0.00826,0.000222,n.d.,0.4032,0.000149,0.2709,n.a.,0.2603,0,0.2603,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.526,rna-CPHLJ_4g720,Chr7,2768,       1-1059,23,0,23,1059,1059,1,1,2,0.474,0.00447,0.000448,n.d.,0.4743,0.000256,0.2709,n.a.,0.344,0,0.344,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr7.527,rna-CPHLJ_4g710,Chr7,2767,        1-750,23,0,23,750,750,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3253,0,0.3253,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.528,rna-CPHLJ_4g700,Chr7,2766,       1-1278,23,0,23,1278,1278,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.374,0,0.374,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.529,rna-CPHLJ_4g690,Chr7,2765,       1-5955,23,0,23,5955,5955,5,5,9,0.794,0.00424,0.000342,n.d.,2.0395,0.000227,1.3547,0.2158,0.3402,0,0.3402,1.483,n.s.,1.1708,n.s.,1.458,#   ,-2.794
evm.TU.Chr7.530,rna-CPHLJ_4g680,Chr7,2764,       1-2247,23,0,23,2247,2247,3,3,3,0.553,0.00643,0.000468,n.d.,1.0514,0.000362,0.8128,0.3611,0.34,0,0.34,0.7482,n.s.,0.9855,n.s.,1.0602,n.s.,1.486
evm.TU.Chr7.531,rna-CPHLJ_4g670,Chr7,2763,       1-2982,23,0,23,2982,2982,3,3,5,0.747,0.00192,0.00035,n.d.,1.0435,0.000273,0.8128,0.0772,0.329,0,0.329,0.7234,n.s.,0.9855,n.s.,1.0523,n.s.,-0.828
evm.TU.Chr7.532,rna-CPHLJ_4g660,Chr7,2762,        1-543,23,0,23,543,543,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3628,0,0.3628,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.533,rna-CPHLJ_4g650,Chr7,2761,       1-6453,23,0,23,6453,6453,13,13,8,0.85,0.00181,0.000665,n.d.,4.2925,0.000546,3.5223,0.1879,0.3399,0,0.3399,0.7663,n.s.,1.4867,*   ,1.4818,#   ,0.656
evm.TU.Chr7.534,rna-CPHLJ_4g640,Chr7,2760,       1-7419,23,0,23,7419,7418,19,19,12,0.905,0.00171,0.000782,n.d.,5.8024,0.000694,5.1479,0.1386,0.2819,0,0.2819,0.4655,n.s.,1.5856,**  ,1.4558,#   ,-1.391
evm.TU.Chr7.535,rna-CPHLJ_4g630,Chr7,2759,        1-582,23,0,23,582,582,1,1,2,0.514,0.00168,0.000883,n.d.,0.5138,0.000466,0.2709,n.a.,0.3203,0,0.3203,1.5327,n.s.,0.6287,n.s.,0.9996,n.s.,1.53
evm.TU.Chr7.536,rna-CPHLJ_4g620,Chr7,2758,        1-736,23,0,23,736,736,6,6,4,0.696,0.0034,0.002084,n.d.,1.5336,0.002209,1.6257,0.5245,0.2908,0,0.2908,-0.1733,n.s.,1.2361,n.s.,0.9625,n.s.,1.225
evm.TU.Chr7.537,rna-CPHLJ_4g610,Chr7,2757,       1-2361,23,0,23,2361,2361,3,3,4,0.727,0.00329,0.000398,n.d.,0.9407,0.000344,0.8128,0.0529,0.3075,0,0.3075,0.4011,n.s.,0.9855,n.s.,0.9486,n.s.,-0.005
evm.TU.Chr7.538,rna-CPHLJ_4g600,Chr7,2756,       1-1968,23,0,23,1968,1968,1,1,2,0.443,0.00635,0.000225,n.d.,0.4427,0.000138,0.2709,n.a.,0.2893,0,0.2893,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr7.539,rna-CPHLJ_4g590,Chr7,2755,        1-390,23,0,23,390,390,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3667,0,0.3667,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.540,rna-CPHLJ_4g580,Chr7,2754,       1-2247,23,0,23,2247,2247,2,2,3,0.561,0.00261,0.000461,n.d.,1.0356,0.000241,0.5419,n.a.,0.3306,0,0.3306,2.0325,*   ,0.8437,n.s.,1.3459,n.s.,1.448
evm.TU.Chr7.541,rna-CPHLJ_4g570,Chr7,2753,        1-357,23,0,23,357,357,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3754,0,0.3754,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.542,rna-CPHLJ_4g560,Chr7,2752,        1-933,23,0,23,933,933,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3173,0,0.3173,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.543,rna-CPHLJ_4g550,Chr7,2751,       1-1197,23,0,23,1197,1197,1,1,2,0.166,0.00952,0.000139,n.d.,0.166,0.000226,0.2709,n.a.,0.2975,0,0.2975,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.544,rna-CPHLJ_4g540,Chr7,2750,       1-1260,23,0,23,1260,1260,2,2,3,0.569,0.00728,0.000715,n.d.,0.9012,0.00043,0.5419,n.a.,0.3458,0,0.3458,1.4793,n.s.,0.8437,n.s.,1.1712,n.s.,1.114
evm.TU.Chr7.545,rna-CPHLJ_4g530,Chr7,2749,       1-1032,23,0,23,1032,1032,3,3,4,0.727,0.00329,0.001118,n.d.,1.1542,0.000788,0.8128,0.1466,0.3726,0,0.3726,1.0706,n.s.,0.9855,n.s.,1.1639,n.s.,0.485
evm.TU.Chr7.546,rna-CPHLJ_4g520,Chr7,2748,       1-1092,23,0,23,1092,1092,1,1,2,0.403,0.00826,0.000369,n.d.,0.4032,0.000248,0.2709,n.a.,0.3262,0,0.3262,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
